chr	start	end	strand	peak	position	Quality
chr12	44587308	44587309	+	1	44587309	337.38
chr12	44587310	44587311	+	1	44587311	332.91
chr12	46713907	46713908	+	6	46713908	2655.96
chr12	46945948	46945949	+	1	46945949	568.98
chr12	47292444	47292445	+	2	47292445	713.05
chr12	48453597	48453598	+	1	48453598	49.31
chr12	48453598	48453599	+	1	48453599	73.3
chr12	49550043	49550044	+	3	49550044	238.9
chr12	50502008	50502009	+	3	50502009	44.96
chr12	51042848	51042849	+	7	51042849	41.34
chr12	51042864	51042865	+	4	51042865	47.41
chr12	51145382	51145384	+	3	51145383	1668.93
chr12	52112243	52112244	+	1	52112244	39.64
chr12	52112404	52112405	+	1	52112405	34.43
chr12	52112411	52112412	+	1	52112412	27.26
chr12	52112413	52112414	+	1	52112414	35.45
chr12	52112428	52112429	+	1	52112429	12.55
chr12	52178872	52178874	+	2	52178873	2610.93
chr12	52303145	52303146	+	1	52303146	152.06
chr12	52843305	52843306	+	1	52843306	11.62
chr12	52843309	52843310	+	1	52843310	11.61
chr12	52918088	52918089	+	5	52918089	149.93
chr12	52997846	52997850	+	3	52997847	258
chr12	53073258	53073259	+	2	53073259	334.45
chr12	53073264	53073265	+	2	53073265	41.61
chr12	53073268	53073269	+	2	53073269	40.61
chr12	53338106	53338107	+	5	53338107	740.92
chr12	53404169	53404171	+	1	53404170	2017.96
chr12	54698908	54698909	+	6	54698909	15.73
chr12	55098652	55098653	+	3	55098653	10.12
chr12	55349823	55349824	+	3	55349824	688.52
chr12	55834283	55834284	+	10	55834284	31.67
chr12	56158141	56158142	+	2	56158142	113.93
chr12	56158143	56158144	+	2	56158144	95.01
chr12	56158150	56158151	+	3	56158151	93.62
chr12	56158152	56158153	+	3	56158153	1794.49
chr12	56158158	56158159	+	3	56158159	41.61
chr12	56158161	56158162	+	3	56158162	35.61
chr12	56438776	56438791	+	5	56438777	2488.87
chr12	56545936	56545938	+	14	56545937	70.51
chr12	56545940	56545941	+	14	56545941	79.47
chr12	56688457	56688458	+	1	56688458	25.62
chr12	57650919	57650920	+	3	57650920	51.17
chr12	57650921	57650922	+	3	57650922	51.17
chr12	57755001	57755002	+	1	57755002	101.62
chr12	57755006	57755007	+	1	57755007	106.61
chr12	59970852	59970853	+	14	59970853	788.05
chr12	59970868	59970869	+	14	59970869	794.05
chr12	60808561	60808565	+	2	60808562	19.34
chr12	61419451	61419452	+	2	61419452	502.05
chr12	62010900	62010913	+	2	62010835	247.63
chr12	62194329	62194330	+	7	62194330	2692.85
chr12	62257167	62257168	+	2	62257168	182.57
chr12	62513693	62513694	+	1	62513694	282.89
chr12	63537402	63537403	+	7	63537403	209.91
chr12	63552951	63552952	+	2	63552952	265.39
chr12	63725965	63725967	+	1	63725966	2037.52
chr12	63747493	63747494	+	1	63747494	1006.06
chr12	64072109	64072110	+	6	64072110	71.61
chr12	64260486	64260488	+	3	64260487	2858.94
chr12	64308888	64308889	+	3	64308889	40.9
chr12	64367338	64367344	+	3	64367339	1045.01
chr12	65244284	65244285	+	8	65244285	1525.49
chr12	65553158	65553159	+	1	65553159	49.92
chr12	65866777	65866779	+	6	65866778	523.86
chr12	66696043	66696044	+	7	66696044	457.37
chr12	67146511	67146512	+	1	67146512	25.65
chr12	67905368	67905369	+	3	67905369	352.14
chr12	69469199	69469200	+	7	69469200	64.78
chr12	70027837	70027838	+	6	70027838	139.65
chr12	70027838	70027839	+	6	70027839	137.61
chr12	70730920	70730921	+	3	70730921	483.03
chr12	72899737	72899739	+	9	72899738	97.05
chr12	73399534	73399535	+	2	73399535	45.93
chr12	73399540	73399541	+	2	73399541	12.2
chr12	75409701	75409729	+	2	75409702	405.37
chr12	75728801	75728806	+	13	75728802	1313.42
chr12	75942498	75942500	+	7	75942499	1212.94
chr12	75956564	75956565	+	4	75956565	88.41
chr12	75956577	75956578	+	4	75956578	88.49
chr12	75956585	75956586	+	4	75956586	73.42
chr12	75956586	75956587	+	4	75956587	74.44
chr12	76034786	76034787	+	9	76034787	57.33
chr12	76142740	76142742	+	1	76142741	893.42
chr12	76324342	76324343	+	4	76324343	56.55
chr12	76545807	76545808	+	7	76545808	10.73
chr12	76545814	76545815	+	7	76545815	18.94
chr12	76545816	76545817	+	7	76545817	13.54
chr12	78290885	78290887	+	4	78290886	2012.03
chr12	79626264	79626266	+	2	79626265	1588.9
chr12	79814490	79814500	+	2	79814491	854.01
chr12	80479404	80479405	+	2	80479405	33.46
chr12	81497525	81497526	+	4	81497526	107.61
chr12	81536744	81536745	+	11	81536745	115.99
chr12	82225090	82225092	+	4	82225091	1489.44
chr12	82398252	82398255	+	3	82398253	298.02
chr12	82878220	82878221	+	3	82878221	138.7
chr12	82878222	82878223	+	3	82878223	134.34
chr12	83776126	83776127	+	3	83776127	11.03
chr12	84095801	84095802	+	4	84095802	13.55
chr12	84095807	84095808	+	4	84095808	13.54
chr12	84256761	84256764	+	1	84256762	29.34
chr12	84783327	84783328	+	1	84783328	51.9
chr12	86296050	86296100	+	2	86296011	458.68
chr12	87295268	87295269	+	2	87295269	96.39
chr12	87541869	87541870	+	1	87541870	698.05
chr12	87647415	87647416	+	1	87647416	82.59
chr12	87647416	87647417	+	1	87647417	81.26
chr12	87647422	87647423	+	1	87647423	79.64
chr12	87647424	87647425	+	1	87647425	78.3
chr12	87647428	87647429	+	1	87647429	70.59
chr12	87647430	87647431	+	1	87647431	70.59
chr12	87647431	87647432	+	1	87647432	70.59
chr12	87647434	87647435	+	1	87647435	85.64
chr12	87647435	87647436	+	1	87647436	80.63
chr12	87647438	87647439	+	1	87647439	77.63
chr12	87647442	87647443	+	1	87647443	82.92
chr12	89134241	89134242	+	2	89134242	58.51
chr12	89803689	89803691	+	1	89803690	1691.76
chr12	90369743	90369744	+	6	90369744	43.67
chr12	90537190	90537191	+	2	90537191	35.72
chr12	90853198	90853200	+	3	90853199	64.13
chr12	91569828	91569829	+	2	91569829	206.4
chr12	91952689	91952700	+	1	91952690	81.06
chr12	91952700	91952706	+	6	91952690	81.06
chr12	93073450	93073500	+	1	93073434	522.86
chr12	93455104	93455106	+	4	93455105	2407.73
chr12	94572325	94572330	+	4	94572326	237.63
chr12	95654985	95654986	+	5	95654986	19.42
chr12	96158897	96158899	+	1	96158898	2470.28
chr12	96277826	96277827	+	3	96277827	214.68
chr12	96806200	96806213	+	4	96806184	1898.29
chr12	98101544	98101547	+	2	98101545	211.86
chr12	100554391	100554394	+	3	100554392	96.57
chr12	101802192	101802193	+	6	101802193	54.62
chr12	101810437	101810438	+	1	101810438	55.74
chr12	101810439	101810440	+	1	101810440	53.37
chr12	103828700	103828702	+	2	103828701	148.88
chr12	104423784	104423786	+	1	104423785	1144.48
chr12	105664308	105664309	+	5	105664309	12.85
chr12	105664316	105664317	+	5	105664317	12.85
chr12	105664329	105664330	+	5	105664330	22.64
chr12	105772844	105772845	+	2	105772845	1059.2
chr12	105781827	105781828	+	1	105781828	209.97
chr12	109918278	109918280	+	3	109918279	2705.32
chr12	110081386	110081394	+	2	110081387	914.48
chr12	111058548	111058550	+	8	111058549	36.57
chr12	111263681	111263683	+	1	111263682	377.86
chr12	112164929	112164931	+	2	112164930	1996.97
chr12	112713000	112713023	+	2	112712961	298.95
chr12	112713035	112713050	+	2	112713036	70.74
chr12	112714930	112714931	+	4	112714931	79.3
chr12	112714933	112714936	+	4	112714934	73.33
chr12	112714939	112714940	+	4	112714940	31.32
chr12	112714941	112714942	+	4	112714942	33.26
chr12	113126949	113126950	+	4	113126950	584.37
chr12	113665168	113665200	+	6	113665169	230.33
chr12	114022687	114022688	+	1	114022688	209.99
chr12	115321676	115321677	+	1	115321677	579.03
chr12	115799768	115799769	+	8	115799769	265.01
chr12	118054224	118054225	+	1	118054225	187.74
chr12	118393137	118393138	+	1	118393138	570.3
chr12	118393139	118393140	+	1	118393140	577.57
chr12	119275287	119275289	+	2	119275288	59.3
chr12	120168722	120168723	+	2	120168723	27.36
chr12	120437347	120437348	+	4	120437348	137.69
chr12	120553633	120553634	+	1	120553634	22.36
chr12	120553635	120553636	+	1	120553636	22.36
chr12	120553638	120553639	+	1	120553639	24.32
chr12	120553643	120553644	+	1	120553644	16.53
chr12	120553648	120553649	+	1	120553649	19.54
chr12	122315645	122315646	+	1	122315646	2315.37
chr12	122619025	122619033	+	1	122619026	4303.33
chr12	122700107	122700118	+	1	122700108	17.41
chr12	122825085	122825087	+	3	122825086	1957.12
chr12	123274811	123274812	+	1	123274812	333.69
chr12	123511414	123511415	+	6	123511415	11.96
chr12	123511423	123511424	+	6	123511424	20.71
chr12	123511425	123511430	+	6	123511426	11.31
chr12	123511438	123511439	+	6	123511439	18.36
chr12	123511444	123511445	+	6	123511445	23.63
chr12	123728861	123728862	+	1	123728862	2499.56
chr12	123807794	123807796	+	5	123807795	130.3
chr12	123807798	123807800	+	5	123807799	118.65
chr12	123807800	123807850	+	1	123807799	118.65
chr12	124907759	124907760	+	6	124907760	862.09
chr12	127866335	127866336	+	10	127866336	43.67
chr12	127866337	127866338	+	10	127866338	43.67
chr12	128082191	128082192	+	1	128082192	126.88
chr12	128237150	128237151	+	6	128237151	29.81
chr12	128237154	128237155	+	6	128237155	33.4
chr12	129321923	129321924	+	11	129321924	25.5
chr12	131037792	131037800	+	2	131037793	1930.6
chr12	131037800	131037813	+	1	131037793	1930.6
chr12	131303590	131303597	+	2	131303591	1367.42
chr12	132381474	132381475	+	5	132381475	86.68
chr12	132533344	132533350	+	7	132533345	365.86
chr12	132533350	132533400	+	1	132533345	365.86
chr12	132839850	132839851	+	1	132839851	14.78
chr12	132839860	132839861	+	1	132839861	19.42
chr13	19104417	19104418	+	1	19104418	30.4
chr13	19105750	19105751	+	1	19105751	30.62
chr13	19386302	19386303	+	16	19386303	74.43
chr13	19386309	19386310	+	16	19386310	67.64
chr13	19891269	19891270	+	1	19891270	104.34
chr13	20086776	20086777	+	4	20086777	32.43
chr13	20655487	20655488	+	2	20655488	2895.14
chr13	21290150	21290158	+	2	21290138	261.48
chr13	21936500	21936541	+	1	21936459	12.69
chr13	21936521	21936522	+	1	21936522	1109.8
chr13	22751146	22751147	+	4	22751147	1996.12
chr13	22770496	22770498	+	7	22770497	30.93
chr13	23177523	23177525	+	3	23177524	592.93
chr13	23604258	23604259	+	1	23604259	1806.45
chr13	26806406	26806407	+	8	26806407	103.37
chr13	26851511	26851512	+	4	26851512	23.82
chr13	26973419	26973421	+	4	26973420	754.86
chr13	26973421	26973423	+	4	26973422	754.86
chr13	26973434	26973435	+	4	26973435	810.05
chr13	26973447	26973449	+	4	26973448	1082.01
chr13	26973449	26973450	+	4	26973450	1267.01
chr13	27925293	27925300	+	1	27925294	106.68
chr13	29158322	29158323	+	6	29158323	25.89
chr13	29158325	29158326	+	6	29158326	16.56
chr13	30270052	30270053	+	3	30270053	400.05
chr13	30270057	30270058	+	3	30270058	330.05
chr13	30270061	30270062	+	3	30270062	330.05
chr13	31431920	31431921	+	5	31431921	47.63
chr13	32679092	32679098	+	1	32679093	2408.42
chr13	34275607	34275608	+	4	34275608	810.94
chr13	34541000	34541001	+	1	34541001	54.17
chr13	34541021	34541022	+	1	34541022	49.62
chr13	34642270	34642271	+	5	34642271	68.85
chr13	35135920	35135921	+	5	35135921	13.35
chr13	35380453	35380457	+	2	35380454	30.26
chr13	36249950	36249951	+	1	36249951	3548.5
chr13	36355839	36355840	+	3	36355840	2478.87
chr13	39711282	39711283	+	3	39711283	41.36
chr13	40211349	40211350	+	1	40211350	1903.6
chr13	42410301	42410304	+	2	42410302	32.37
chr13	42890300	42890301	+	4	42890296	2330.87
chr13	44036354	44036356	+	1	44036355	438.86
chr13	45440073	45440081	+	5	45440074	466.87
chr13	45513234	45513250	+	4	45513235	2475.86
chr13	45513250	45513272	+	1	45513235	2475.86
chr13	45897357	45897358	+	1	45897358	805.01
chr13	49018822	49018823	+	4	49018823	10.94
chr13	50083283	50083285	+	3	50083284	94.69
chr13	50240080	50240089	+	6	50240081	2596.31
chr13	52564573	52564574	+	4	52564574	38.3
chr13	52818200	52818201	+	4	52818201	153.31
chr13	53094538	53094540	+	5	53094539	1275.94
chr13	54764466	54764467	+	4	54764467	3716.98
chr13	56115267	56115268	+	1	56115268	978.73
chr13	56629984	56629985	+	3	56629985	17
chr13	56629985	56629986	+	3	56629986	17
chr13	56629992	56629993	+	3	56629993	22.94
chr13	57356500	57356501	+	3	57356501	19.39
chr13	57848588	57848590	+	1	57848589	56.87
chr13	61571381	61571382	+	4	61571382	98.55
chr13	62735592	62735593	+	4	62735593	13.55
chr13	63030123	63030124	+	2	63030124	38.3
chr13	63030130	63030131	+	2	63030131	38.35
chr13	63033276	63033277	+	4	63033277	23.25
chr13	63033300	63033301	+	4	63033301	12.04
chr13	63033320	63033321	+	4	63033321	19.51
chr13	63037222	63037223	+	4	63037223	403.67
chr13	63037235	63037236	+	4	63037236	996.05
chr13	63039230	63039232	+	1	63039231	30.3
chr13	63041271	63041272	+	5	63041272	461.05
chr13	63041272	63041273	+	5	63041273	461.05
chr13	63041279	63041280	+	5	63041280	458.05
chr13	63041288	63041289	+	5	63041289	510.9
chr13	63041364	63041365	+	4	63041365	1084.86
chr13	63041366	63041369	+	4	63041367	1079.01
chr13	63041370	63041371	+	4	63041371	1082.05
chr13	63041387	63041388	+	4	63041388	771.05
chr13	63041388	63041389	+	4	63041389	771.05
chr13	63042293	63042294	+	2	63042294	129.9
chr13	63052434	63052435	+	5	63052435	151.35
chr13	63052437	63052438	+	5	63052438	158.61
chr13	63053334	63053335	+	6	63053335	331.46
chr13	63141614	63141615	+	6	63141615	3357.29
chr13	63141616	63141617	+	6	63141617	19.35
chr13	63445455	63445456	+	5	63445456	511.73
chr13	64591531	64591533	+	6	64591532	515.01
chr13	65553065	65553066	+	7	65553066	157.47
chr13	65553071	65553072	+	7	65553072	153.75
chr13	66141660	66141661	+	1	66141661	85.33
chr13	66141665	66141666	+	1	66141666	86.96
chr13	66152550	66152551	+	1	66152551	35.61
chr13	66588490	66588493	+	2	66588491	2535.33
chr13	66829716	66829728	+	2	66829717	1422.87
chr13	68383906	68383915	+	6	68383907	1773.42
chr13	69440554	69440555	+	1	69440555	1006.75
chr13	69482826	69482827	+	2	69482827	27.34
chr13	69482830	69482831	+	2	69482831	31.7
chr13	71151639	71151640	+	1	71151640	32.92
chr13	73561012	73561015	+	1	73561013	56.44
chr13	73664847	73664848	+	3	73664848	40.33
chr13	75776093	75776096	+	1	75776094	1283.86
chr13	75781961	75781962	+	2	75781962	17.42
chr13	76150390	76150392	+	2	76150391	2187.52
chr13	76480098	76480100	+	1	76480099	20.61
chr13	76480496	76480497	+	4	76480497	479.61
chr13	76933754	76933778	+	1	76933755	51.64
chr13	78016150	78016168	+	2	78016150	69.94
chr13	78312758	78312759	+	1	78312759	2036.37
chr13	78382061	78382062	+	1	78382062	317.9
chr13	80792212	80792215	+	4	80792213	1546.34
chr13	83575145	83575148	+	5	83575146	19.68
chr13	84333636	84333637	+	1	84333637	18.73
chr13	84841402	84841403	+	3	84841403	559.33
chr13	84841406	84841407	+	3	84841407	445.37
chr13	85604200	85604218	+	2	85604182	1532.66
chr13	86992961	86992963	+	4	86992962	586.01
chr13	88444237	88444238	+	2	88444238	77.68
chr13	88495407	88495410	+	1	88495408	13.49
chr13	90163870	90163871	+	5	90163871	672.37
chr13	90249850	90249859	+	2	90249851	1360.61
chr13	90373998	90374000	+	3	90373999	1976.3
chr13	90975829	90975832	+	2	90975830	42.88
chr13	91861678	91861679	+	1	91861679	1372.61
chr13	92527139	92527150	+	4	92527140	271.48
chr13	92691150	92691151	+	2	92691151	265.74
chr13	93267392	93267394	+	5	93267393	1622.18
chr13	93520543	93520544	+	4	93520544	2011.92
chr13	95064286	95064299	+	2	95064287	126.67
chr13	95639680	95639681	+	2	95639681	1288.45
chr13	96108951	96108952	+	1	96108952	2060.53
chr13	96330930	96330931	+	4	96330931	13.97
chr13	96330944	96330945	+	4	96330945	11.07
chr13	96688233	96688234	+	3	96688234	3424.92
chr13	97345763	97345764	+	1	97345764	37.39
chr13	97671260	97671261	+	7	97671261	21.71
chr13	97809153	97809154	+	1	97809154	50.56
chr13	98596154	98596155	+	1	98596155	1086.92
chr13	99186665	99186666	+	3	99186666	31.32
chr13	99287650	99287651	+	8	99287651	365.45
chr13	99977572	99977573	+	1	99977573	2019.07
chr13	100829687	100829691	+	1	100829688	1975.42
chr13	101346088	101346089	+	1	101346089	39.39
chr13	101346090	101346091	+	1	101346091	33.39
chr13	101955059	101955060	+	3	101955060	891.86
chr13	106776735	106776736	+	3	106776736	156.66
chr13	106780635	106780636	+	7	106780636	257.05
chr13	106780640	106780641	+	7	106780641	215.01
chr13	106780713	106780714	+	1	106780714	77.48
chr13	107203261	107203262	+	3	107203262	33.35
chr13	107923011	107923012	+	4	107923012	1519.49
chr13	108422934	108422938	+	4	108422935	2519.21
chr13	108838677	108838678	+	3	108838678	2080.06
chr13	109186608	109186609	+	2	109186609	1562.99
chr13	109346812	109346813	+	1	109346813	1279.86
chr13	109384743	109384745	+	7	109384744	2092.23
chr13	109524736	109524737	+	8	109524737	17.69
chr13	110480991	110480992	+	1	110480992	53.61
chr13	111790983	111790984	+	1	111790984	152.83
chr13	111790987	111790988	+	1	111790988	149.83
chr13	111790991	111790992	+	1	111790992	119.67
chr13	112027407	112027408	+	4	112027408	934.11
chr13	112067085	112067086	+	4	112067086	73.71
chr13	112067099	112067100	+	4	112067100	28.61
chr13	112148896	112148897	+	2	112148897	31.49
chr13	112148902	112148903	+	1	112148903	28.35
chr13	112148906	112148907	+	1	112148907	25.36
chr13	112148914	112148915	+	1	112148915	25.44
chr13	112164300	112164327	+	2	112164175	184.08
chr13	112290064	112290065	+	4	112290065	23.17
chr13	112657547	112657548	+	2	112657548	13.5
chr13	112657750	112657769	+	4	112657627	597.6
chr13	113061690	113061700	+	4	113061691	314.9
chr13	113824076	113824077	+	10	113824077	403.61
chr13	113824081	113824082	+	10	113824082	339.61
chr13	113824094	113824096	+	10	113824095	206.57
chr13	113824099	113824100	+	10	113824100	170.61
chr13	113950215	113950216	+	1	113950216	826.05
chr13	114040353	114040354	+	5	114040354	105.93
chr13	114040357	114040358	+	5	114040358	106.62
chr13	114073516	114073517	+	1	114073517	166.74
chr13	114073540	114073541	+	1	114073541	274.61
chr13	114138369	114138370	+	2	114138370	28.53
chr13	114139200	114139250	+	2	114139099	172.57
chr13	114245261	114245262	+	1	114245262	76.5
chr14	19008339	19008340	+	5	19008340	210.91
chr14	19009932	19009933	+	2	19009933	118.07
chr14	19017113	19017114	+	2	19017114	72.77
chr14	19021190	19021191	+	2	19021191	12.34
chr14	19058195	19058196	+	3	19058196	79.28
chr14	19061178	19061179	+	2	19061179	78.95
chr14	19077142	19077143	+	6	19077143	43.69
chr14	19083939	19083940	+	3	19083940	120.04
chr14	19097240	19097243	+	1	19097241	71.26
chr14	19098513	19098514	+	1	19098514	657.05
chr14	19099109	19099110	+	1	19099110	257.54
chr14	19100177	19100178	+	6	19100178	113.81
chr14	19108433	19108434	+	1	19108434	88.94
chr14	19126954	19126955	+	3	19126955	440.9
chr14	19144287	19144288	+	1	19144288	25.87
chr14	19162732	19162733	+	1	19162733	145.99
chr14	19170450	19170500	+	1	19170433	942.13
chr14	19170500	19170507	+	2	19170433	942.13
chr14	19182206	19182207	+	6	19182207	753.05
chr14	19233890	19233891	+	4	19233891	34.62
chr14	19238267	19238268	+	3	19238268	174.05
chr14	19240509	19240510	+	2	19240510	62.32
chr14	19243960	19243961	+	7	19243961	43.19
chr14	19267253	19267254	+	2	19267254	13.83
chr14	19297636	19297637	+	2	19297637	106.36
chr14	19319102	19319103	+	1	19319103	73.88
chr14	19319949	19319950	+	3	19319950	184.12
chr14	19326110	19326111	+	1	19326111	77.62
chr14	19329752	19329786	+	1	19329753	71.46
chr14	19339838	19339839	+	1	19339839	46.03
chr14	19339842	19339843	+	1	19339843	43.03
chr14	19343114	19343115	+	6	19343115	11.03
chr14	19347171	19347172	+	1	19347172	97.06
chr14	19365534	19365535	+	5	19365535	39.65
chr14	19376689	19376690	+	1	19376690	611.86
chr14	19376740	19376741	+	2	19376741	128.2
